1.859247647600098086e+00;8.149079659704857193e+01
1.901607274288446225e+00;9.717859710111498828e+01
1.804910206692053487e+00;9.514240564639476361e+01
1.817364477509915810e+00;9.568493238623452157e+01
1.862327279093138666e+00;8.521199409311880402e+01
1.730712104924696071e+00;7.942703592974631022e+01
1.751718793525879558e+00;9.459125105375240139e+01
1.802549034675532402e+00;9.038854524642513866e+01
1.953762820922790633e+00;1.044065237531225137e+02
1.811628558010190515e+00;8.123435352138520216e+01
1.875285771173814897e+00;8.561497959961164383e+01
1.864144938793549588e+00;8.174227329098870598e+01
1.889264056477624631e+00;8.434170590526790079e+01
1.897786988059965818e+00;7.219293117653967329e+01
1.776437849795650781e+00;8.173551050406078389e+01
1.798012800740850903e+00;8.359389045035899812e+01
1.818921043204399624e+00;8.978568576157447012e+01
1.829323567772937587e+00;8.602218713559064156e+01
1.910508629127549707e+00;8.416003518889776558e+01
2.003485771045331543e+00;9.889217378874165831e+01
2.005195681056646695e+00;1.042842046922676218e+02
1.951483296997751804e+00;9.280281469803585992e+01
1.897433408908350438e+00;1.043839660809620398e+02
1.918120337069518122e+00;8.830211685724970039e+01
1.852802779948148348e+00;8.196326553158050388e+01
1.794223902011172544e+00;8.690190426068110696e+01
1.907347975851442667e+00;1.022229491029452646e+02
1.969927294287829644e+00;9.227363377264663313e+01
1.893802245811123441e+00;8.877763638171595062e+01
1.876170535365986103e+00;8.224056381702924057e+01
1.889534970109545187e+00;8.512213591738284890e+01
1.993903243468727604e+00;9.112137547559986217e+01
1.874542468833956477e+00;8.191108235315685704e+01
1.924284332219305504e+00;9.040452496466683385e+01
1.878377188080812443e+00;9.092682056524000700e+01
1.893105928785301595e+00;1.111632805403429529e+02
1.907497810732559751e+00;1.093152596024681174e+02
1.880119675025204051e+00;9.770184745586827546e+01
1.768692580248940827e+00;8.367322935207185708e+01
1.778071617515888381e+00;7.972573290866475304e+01
1.902219118734662651e+00;8.984486102579133160e+01
1.837295686527647076e+00;9.029403174602695969e+01
1.848960341863290946e+00;9.710714481596787095e+01
1.930592898819452952e+00;9.090523094811298677e+01
1.860417017829823383e+00;9.330177773506852645e+01
1.873776792910871070e+00;9.381307041958443449e+01
1.777517801733266012e+00;8.416001125678397443e+01
1.835003535260964380e+00;8.560906785501339300e+01
1.948235807114688578e+00;9.967742294027144112e+01
1.867781206467324484e+00;9.519965770156089491e+01
1.795507464042331636e+00;8.876663493731916788e+01
1.927125727989822623e+00;1.107163550549489770e+02
1.907376874842055203e+00;8.885344817259831984e+01
1.839816523740118503e+00;9.043012608871404723e+01
1.881707356744338311e+00;9.108411905119933749e+01
1.914968699418309717e+00;9.617689818970683291e+01
1.947041151271303505e+00;1.017394565757412295e+02
1.969363733489491342e+00;9.570688100078567118e+01
1.860173959942803990e+00;9.337884833839572707e+01
1.890243197326815450e+00;9.973004818213695444e+01
1.913941078321238498e+00;8.802283416975882346e+01
1.974329350009294215e+00;9.085163917439132319e+01
2.053154004228575413e+00;1.178928410848168227e+02
2.006593075011972260e+00;1.037415007973734760e+02
1.897652992821506679e+00;1.225837906575937382e+02
1.978433636214102620e+00;9.026771274998723982e+01
1.889259479487350069e+00;9.503716816044237703e+01
1.919429598618048516e+00;8.652627919077646368e+01
1.863242737790113512e+00;9.990184346665131443e+01
1.849074831655219464e+00;8.137482914170283266e+01
1.847649302512719194e+00;9.291455525299743101e+01
1.914444097327717031e+00;9.490655895460984937e+01
1.830253565595226339e+00;9.946732235175934989e+01
1.865279920422829640e+00;9.529862349819070744e+01
1.839387106400388161e+00;9.039260324131855384e+01
1.789436120063280011e+00;8.203623986128484091e+01
1.802610877616480867e+00;8.611809115202508735e+01
1.787474352536722932e+00;7.720894150759821173e+01
1.908367120157892449e+00;1.039792237669987003e+02
1.730055488529712582e+00;7.021550771906754562e+01
1.779375332871675708e+00;8.357625616223241138e+01
1.815674550335645066e+00;8.421368976136339768e+01
1.885200981677630061e+00;9.060055181764828092e+01
1.886690215167040163e+00;1.016209715510546090e+02
1.912062545820133019e+00;1.023665822899155131e+02
1.925697294061142095e+00;9.948176663226938388e+01
1.739308565249751970e+00;7.272270073734742368e+01
1.866055676118295148e+00;9.331910422492597945e+01
1.988719686764240047e+00;1.067296393193958153e+02
1.787081805106086385e+00;1.137631561630003603e+02
1.846017681878340699e+00;9.549069662223588750e+01
1.918584549202797751e+00;8.594146068096966928e+01
1.895086301092020253e+00;7.212538447996841739e+01
1.860998426268808847e+00;9.097045441638798025e+01
1.987022104237482267e+00;9.294984650852832431e+01
1.907666365918153417e+00;1.010644873828722297e+02
1.873400097247189589e+00;8.868134827461405223e+01
1.928284824240101614e+00;9.325252627729814492e+01
1.885701008265599166e+00;9.963251684276130504e+01
1.872575936799709018e+00;1.002174286300533055e+02
1.861269936343461495e+00;7.679527388802982557e+01
1.842612179256700067e+00;8.372324279899838473e+01
1.861764208577954216e+00;8.814071797005659903e+01
1.838949132494461125e+00;9.995790665631467675e+01
1.871891273599247896e+00;1.044050291352937165e+02
1.846428684424706201e+00;8.138785492917504882e+01
1.875394329643051750e+00;1.001352864592831509e+02
1.771541459683018127e+00;8.124500499991225411e+01
1.833331560230116786e+00;8.155190677770328023e+01
1.877612169230514549e+00;7.670410643024835906e+01
1.897664558366959131e+00;9.501543619483125269e+01
1.893204945593235156e+00;9.775568083047137691e+01
1.834517511899611542e+00;9.117125173580797082e+01
1.808470789733624073e+00;9.681912326343673669e+01
1.842223471491313047e+00;8.125236141267777157e+01
1.914586547834361996e+00;8.708872217876889010e+01
1.886634936332591161e+00;1.067330807028919111e+02
1.820187740715604185e+00;8.352800178459024494e+01
1.953867524015300727e+00;1.046164792978893985e+02
1.956265912614765456e+00;1.069141851427604877e+02
1.890017396377199344e+00;9.518345172737701887e+01
1.964731464098924629e+00;1.008374442742473889e+02
1.928536777695630366e+00;9.504456265126283654e+01
1.950700579657544509e+00;1.039207639974186321e+02
2.029077133935656807e+00;9.986706203342274080e+01
1.872408741317462821e+00;8.137148300235722331e+01
1.874060088802375068e+00;8.577077545802606551e+01
1.904798967444349067e+00;9.033279410429497602e+01
1.967347853697349436e+00;9.531435431309645878e+01
1.877630234430899492e+00;8.833862205325544892e+01
1.856819016280858214e+00;8.186112679186314267e+01
1.865753963386055592e+00;8.586830324783667834e+01
1.890572570376211736e+00;1.084147722921074717e+02
1.945216454219475199e+00;9.110458281610689824e+01
1.785371303428671785e+00;8.976156049017322403e+01
1.845513296676718928e+00;9.068682417363585557e+01
1.884124822962540913e+00;8.874044724445880661e+01
1.906068493207879300e+00;9.506641622838716899e+01
1.952209058597535574e+00;1.000053116346952606e+02
1.886153572861625438e+00;8.579313227809754494e+01
1.876987911480306304e+00;9.498283909595922125e+01
1.896731700022324274e+00;1.018718858942409184e+02
1.774707586315912966e+00;8.194073315261486812e+01
1.838030778205721028e+00;8.413845753169951536e+01
1.878500160521955786e+00;7.745690658278734020e+01
1.871336715201159961e+00;8.373302008026085730e+01
1.865566010633569194e+00;8.357037393799305391e+01
1.831667109965328111e+00;8.202743176400127822e+01
1.797058066551261657e+00;8.116683872217880946e+01
1.886629049341747022e+00;7.962766552815732268e+01
1.874366816172733152e+00;9.048271228041782877e+01
1.806697764865349720e+00;9.276685225762733467e+01
1.868694421373937375e+00;9.606045013096817797e+01
1.807355142736710496e+00;8.594325706743798321e+01
1.883516686921564043e+00;9.541312900971669819e+01
1.884368900665740698e+00;1.088485796086807227e+02
1.835705820950856104e+00;8.598183658319597100e+01
1.883075516276327965e+00;8.626024824726856366e+01
1.920236560221602495e+00;8.402664832584071064e+01
2.020939730002816237e+00;1.313301435057666708e+02
1.842878865576831782e+00;7.925292770160308464e+01
1.916117461131531696e+00;8.393062144231991795e+01
1.922351195799766543e+00;9.037501204809672117e+01
1.885585283172356741e+00;9.939922103345674032e+01
1.921304559956406477e+00;7.705753836986842487e+01
1.968688057375129308e+00;9.988431557405134242e+01
1.872450084542147675e+00;8.582147888462496610e+01
1.955622063644405051e+00;9.974391553256698728e+01
1.840920052230601511e+00;9.326638479077249144e+01
1.904220351942503164e+00;9.066770959250624173e+01
1.931530149993835765e+00;1.133134998650821217e+02
1.894935167179749191e+00;1.017094353718972712e+02
1.927195120514896720e+00;9.767276737805208597e+01
1.963569740568135824e+00;9.537580845530308693e+01
1.908794385847380815e+00;9.733016821662820917e+01
1.846169177169897813e+00;8.804695709811666404e+01
1.868595135303278809e+00;9.059853251051882239e+01
1.822351605802024599e+00;8.826548167953764334e+01
1.898967199609245426e+00;1.000404498203370309e+02
1.799159050738825538e+00;8.127096610180598191e+01
1.814030764882754720e+00;8.134405123964447171e+01
1.757315415650024804e+00;7.716745681026161208e+01
1.880159569829556565e+00;8.855579731144115385e+01
1.794657235415662688e+00;8.133323814784334616e+01
1.825770289597905549e+00;7.706974110681281331e+01
1.869648379323310516e+00;9.347677400835692652e+01
1.826376953204709608e+00;9.291214189980377114e+01
1.794305909762674123e+00;9.111631965364992425e+01
1.831405181076559696e+00;1.022272593078754568e+02
1.816685749754322732e+00;9.106685334267174881e+01
1.915109293044395145e+00;1.023964339696606487e+02
1.776495619435046525e+00;1.026601674840442939e+02
1.882599487474912792e+00;1.057284125000984574e+02
1.881951468232150315e+00;8.145322924689774879e+01
1.928921660632746171e+00;1.019515181279779625e+02
1.869579238261241727e+00;8.159349201794147177e+01
1.979372999299333413e+00;9.952916273542230385e+01
1.836142066452054245e+00;8.147735708286791123e+01
1.920877040864201080e+00;1.073040745063242269e+02
1.921333029513679236e+00;9.735449995498068176e+01
1.887479252290381826e+00;8.661904136507276064e+01
1.955218413856526727e+00;1.066503013845877064e+02
1.882189013090038499e+00;8.593761802304177877e+01
1.871776229625028654e+00;8.122964741386132914e+01
1.822432357696175842e+00;7.479313048443169976e+01
1.939205788483229220e+00;8.801567578615289733e+01
1.898437528477358027e+00;9.072103039235669542e+01
1.827748572914435155e+00;8.631206050612037473e+01
1.793020862341249577e+00;8.633803158584190385e+01
1.936131312210030542e+00;8.351202561578944028e+01
1.864951988325427079e+00;8.404772157863490634e+01
1.880243593156199822e+00;9.279787917559842469e+01
1.808720062474148182e+00;8.609942573591928294e+01
1.848452831060469093e+00;9.318844858028556644e+01
1.876723989821026173e+00;9.365380238672838686e+01
1.922228484440403173e+00;1.002386864885322098e+02
1.860299835487006836e+00;9.435331300801456678e+01
1.820024526547390442e+00;7.755790426802255411e+01
1.914938296745217761e+00;8.802688154759945860e+01
1.907938487221960244e+00;9.512571376829077963e+01
1.862451560506168224e+00;8.631436470044110365e+01
1.843323333730543023e+00;9.583701017402172795e+01
1.893087142357851471e+00;1.044835617910574541e+02
1.781872870453778512e+00;7.711353516398121144e+01
1.793473066283743700e+00;8.397619309382217523e+01
1.880546641217019754e+00;1.043972079226748946e+02
1.868537635269406749e+00;8.409140462860527521e+01
1.968568403580884585e+00;1.095213808244285616e+02
1.946109446660002185e+00;1.021530267804887444e+02
1.918741088453596477e+00;9.501852663897943785e+01
1.919512337907169242e+00;7.947389777512391618e+01
1.963373128411686430e+00;1.038988303317477317e+02
1.896738897616568442e+00;9.090580437644715062e+01
1.915055128966778319e+00;9.785039026657963745e+01
1.874588052514127412e+00;8.943870660727935729e+01
1.906488375120465539e+00;1.024180216537001940e+02
1.919922531516041087e+00;1.264946490216027826e+02
1.996550276511311228e+00;9.782694651306448463e+01
1.960582125480827775e+00;1.047507474125269056e+02
1.909282027539242588e+00;1.092781018674030804e+02
1.784456382979198619e+00;8.328011131935119238e+01
1.888703645225592309e+00;9.898344202434032013e+01
1.894635660016876777e+00;7.719181802526361480e+01
1.746741692804131718e+00;9.924904817156037495e+01
1.823816218972884373e+00;8.603762811454139126e+01
1.949275636310052739e+00;1.021744804736223386e+02
1.842206985361595439e+00;9.978951541381412937e+01
1.814154553053992425e+00;7.966825377039741340e+01
1.792136453136678131e+00;8.596933762361206277e+01
1.812101718972305653e+00;8.912494200343138573e+01
1.860751435694221412e+00;9.274243365561913777e+01
1.799697476488955949e+00;7.536248396238929104e+01
1.809902047459027941e+00;8.120982094322414468e+01
1.801493111917990220e+00;8.855783361198403725e+01
1.852785735932654720e+00;9.971682897554444480e+01
1.845883582231418352e+00;9.707027307909315539e+01
1.857260951861374521e+00;8.436166521332010859e+01
1.876469997304701209e+00;8.620622988524439734e+01
1.893438806288667120e+00;9.273289531674255670e+01
1.820689450084511884e+00;9.324999092775819065e+01
1.847582414265035222e+00;9.113168872401254816e+01
1.892376798179707276e+00;9.109704812984656996e+01
1.858913582386897190e+00;9.529953446079618118e+01
1.862900941481455019e+00;9.745983014906654773e+01
1.962772110309829232e+00;9.096323332462874589e+01
1.921343093759132925e+00;9.326968294605424603e+01
1.857487581178613789e+00;9.567164234448942750e+01
1.819225427833478292e+00;8.622838123031129953e+01
1.810830763857835590e+00;9.392195730231091488e+01
1.896049288371359554e+00;9.068437327867685838e+01
1.941276448446140668e+00;9.554454562363002879e+01
1.915586223485898021e+00;1.053557764394099792e+02
1.888272316946520535e+00;1.044270250022460402e+02
1.896975819237343819e+00;9.521401051030859719e+01
1.997062757741832506e+00;9.961858106062470597e+01
1.973010294947619814e+00;9.493045006143363196e+01
1.879319036380435293e+00;9.131465698405332887e+01
1.918838197274973512e+00;9.610516703602232269e+01
1.962791388998418318e+00;1.019343439378109082e+02
1.905186238651268571e+00;7.752655903630558498e+01
1.772949363170293946e+00;8.582466584448643232e+01
1.827375830950558555e+00;9.050819481665674004e+01
2.015130122256200806e+00;1.072264783505083869e+02
1.860288811726603431e+00;1.001927856101090981e+02
1.871787999732605456e+00;7.706447090974519654e+01
1.811272584053688073e+00;8.722852298793185355e+01
1.771284190180698825e+00;8.628847992026675229e+01
1.831569076454718337e+00;6.772489362312228423e+01
1.812582098215337556e+00;1.001748810110957066e+02
1.896507477245648721e+00;9.087117391363511842e+01
1.821714860048947227e+00;8.605599884623099172e+01
1.804209809786370800e+00;8.399549599501425234e+01
1.828380492868776575e+00;8.394489192495032626e+01
1.870508219949664985e+00;9.059525322549420423e+01
1.734760516023565735e+00;7.771291089576821776e+01
1.916444386545876899e+00;9.969134089034909607e+01
1.925893428915871564e+00;1.024734635809216741e+02
1.922159480491988148e+00;8.615190332663831896e+01
1.918605775729850693e+00;8.848909890243824350e+01
1.867037490520556231e+00;9.923495583694290190e+01
1.926978503921654928e+00;8.591588482594367804e+01
1.855077907718287289e+00;8.974125698055948419e+01
1.980344960428642720e+00;9.114198470577187550e+01
1.858641101786572047e+00;8.830911474198113353e+01
1.804924397943646897e+00;9.492592522110008701e+01
1.805882670717438909e+00;8.052897118814995281e+01
1.940315723779053370e+00;1.001526872426098862e+02
1.961989126378684611e+00;1.069555896629380527e+02
1.828619720265103998e+00;8.142773383043463298e+01
1.855129401092997288e+00;8.807267991157799258e+01
1.897825301203302395e+00;8.852201224916920808e+01
1.862886350151560455e+00;8.592787002357745507e+01
1.989079906315417201e+00;1.039946981021105330e+02
1.920940117004925174e+00;8.637218650237592499e+01
1.868631068067243106e+00;9.092248118978022831e+01
1.786698698635780902e+00;8.632287833612696204e+01
1.904392806353632173e+00;8.608531212566677482e+01
1.805700213754662276e+00;9.097571108737324153e+01
1.837938301722786383e+00;9.032441051164771295e+01
1.868820379335019766e+00;8.313620946802393519e+01
1.890345646698557314e+00;9.098640902775231609e+01
1.908174488799213142e+00;8.188717053664800005e+01
1.891281157060467510e+00;9.934743601990339812e+01
1.950193016357986586e+00;8.473218774301072642e+01
1.849986658455092803e+00;9.041245931866127705e+01
1.854794193261663393e+00;9.998652970461355949e+01
1.918713453026166693e+00;9.318591290787713888e+01
1.831036701290115865e+00;9.297274261009097529e+01
1.916364670545855464e+00;8.655574336488227516e+01
1.837230320483966839e+00;7.745287945731155332e+01
1.870160493640903310e+00;7.288561254842562676e+01
1.867509535528198761e+00;9.764906885801977410e+01
1.827167171620776243e+00;7.893532133805931039e+01
1.892598516504154560e+00;9.309443253513086347e+01
1.973729455639636088e+00;9.053313637494939314e+01
